ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
195,17948100,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,PREMIOS INSULARES MEDIO AMBIENTE,2000,177
196,17948902,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,CONVENIO FEDERACIÓN INSULAR DE CAZA COLABORACIÓN EN MATERIA CINEGÉTICA,85300,178
197,17948903,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,SUBVENCIÓN SOCIEDADES PROTECTORAS DE ANIMALES,30000,179
200,17962700,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE, ALBERGUE ANIMALES,1000,180
205,21116102,RECURSOS HUMANOS,PENSIONES,PREMIO JUBILACIÓN/CONSTANCIA,189900,181
206,21116103,RECURSOS HUMANOS,PENSIONES,PENSIONES ,600000,182
207,21116104,RECURSOS HUMANOS,PENSIONES,INDEMNIZACIÓN AL PERSONAL LABORAL POR JUBILACIÓN ANTICIPADA,84105,183
208,21116105,RECURSOS HUMANOS,PENSIONES,COMPLEMENTO FAMILIAR DE PENSIONISTAS,10000,184
213,22116008,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,PRESTACIONES SANITARIAS,90000,185
214,22116200,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,FORMACIÓN CONTINUA,45000,186
215,22116204,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,ACCIÓN SOCIAL,10000,187
216,22116205,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,SEGURO COLECTIVO ACUNSA,110000,188
217,22116206,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,AYUDAS AL ESTUDIO DEL PERSONAL,105000,189
218,22116207,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,FORMACIÓN DEL PERSONAL,10000,190
219,22116400,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,COMPLEMENTO FAMILIAR,40000,191
222,22148900,RECURSOS HUMANOS,OTRAS PREST. ECON A FAVOR EMPLEADOS,APORTACIÓN REPRESENTANTES SINDICALES,26614,192
227,23012000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO A1,49098,193
228,23012001,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO A2,42822,194
229,23012003,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO C1,10828,195
230,23012004,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SUELDOS GRUPO C2,36394,196
231,23012006,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,TRIENIOS,25670,197
232,23012100,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,COMPLEMENTO DE DESTINO,88502,198
233,23012101,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,COMPLEMENTO ESPECÍFICO,111506,199
234,23012103,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,OTROS COMPLEMENTOS,79059,200
235,23013000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,RETRIBUCIONES BÁSICA PERSONAL LABORAL FIJO,563575,201
236,23013002,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,848996,202
237,23013100,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,60000,203
238,23014300,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,RETRIBUCIONES PERSONAL CONVENIO DEPENDENCIA,149399,204
239,23015000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,PRODUCTIVIDAD,8616,205
240,23016000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,SEGURIDAD SOCIAL,688204,206
375,23522106,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,243768,207
436,24162703,EMPLEO,FOMENTO DE EMPLEO,OTRAS INVERSIONES EMPLEO,300,208
245,23022002,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,MATERIAL INFORMÁTICO NO INVENTARIABLE,3540,209
376,23522110,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,PRODUCTOS DE LIMPIEZA Y ASEO,116814,210
377,23522199,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTROS SUMINISTROS,10869,211
378,23522699,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,OTROS GASTOS DIVERSOS,40000,212
381,23562500,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,MOBILIARIO Y ENSERES,16000,213
382,23562700,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,INVERSIONES RESIDENCIA DE PENSIONISTAS,42000,214
387,24112000,EMPLEO,FOMENTO DE EMPLEO,SUELDOS GRUPO A1,16366,215
388,24112004,EMPLEO,FOMENTO DE EMPLEO,SUELDOS GRUPO C2,18197,216
389,24112006,EMPLEO,FOMENTO DE EMPLEO,TRIENIOS,6315,217
390,24112100,EMPLEO,FOMENTO DE EMPLEO,COMPLEMENTO DE DESTINO,23961,218
391,24112101,EMPLEO,FOMENTO DE EMPLEO,COMPLEMENTO ESPECÍFICO,31428,219
392,24112103,EMPLEO,FOMENTO DE EMPLEO,OTROS COMPLEMENTOS FUNCIONARIOS,19736,220
393,24113000,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,120975,221
394,24113002,EMPLEO,FOMENTO DE EMPLEO,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,187548,222
395,24113003,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES FiiHUB (INTERREG MAC 2014-2020),27140,223
396,24113004,EMPLEO,FOMENTO DE EMPLEO,INDEMNIZACION APOYO A LA INSERCIÓN LA PALMA SI III,1747,224
397,24114304,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PLAN DE EMPLEO SOCIAL FDCAN/CONTROL DEL PS FDCAN 2021 (5ª FASE),347000,225
398,24114305,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PLAN DE EMPLEO SOCIAL FDCAN/CONTROL DEL PS 2020 (4ª FASE),343554,226
399,24114306,EMPLEO,FOMENTO DE EMPLEO,INDEMNIZACIÓN PROYECTOS GENERADORES DE EMPLEO SCE - PTE,15000,227
400,24114307,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PARA PROGRAMAS CON EL SCE,30000,228
401,24114309,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PRODAE,21120,229
402,24114312,EMPLEO,FOMENTO DE EMPLEO,RETRIBUCIONES PROGRAMA NOE NUEVAS OPORTUNIDADES DE EMPLEO,67000,230
403,24115000,EMPLEO,FOMENTO DE EMPLEO,PRODUCTIVIDAD ,1686,231
404,24116000,EMPLEO,FOMENTO DE EMPLEO,SEGURIDAD SOCIAL,385884,232
407,24120402,EMPLEO,FOMENTO DE EMPLEO,RENTING VEHÍCULO DESTINADO PLAN EMPLEO SOCIAL FDCAN CONTROL P.S. - FDCAN 2020,15090,233
408,24120403,EMPLEO,FOMENTO DE EMPLEO,RENTING VEHÍCULO DESTINADO PLAN EMPLEO SOCIAL FDCAN CONTROL P.S. - FDCAN 2021,15090,234
409,24121400,EMPLEO,FOMENTO DE EMPLEO,REPARACIÓN Y MANTENIMIENTO VEHÍCULOS,5000,235
410,24122000,EMPLEO,FOMENTO DE EMPLEO,MATERIAL DE OFICINA,400,236
411,24122103,EMPLEO,FOMENTO DE EMPLEO,COMBUSTIBLES,1000,237
412,24122300,EMPLEO,FOMENTO DE EMPLEO,TRANSPORTES Y MENSAJERÍA,100,238
413,24122502,EMPLEO,FOMENTO DE EMPLEO,TRIBUTOS VEHÍCULOS,750,239
414,24122614,EMPLEO,FOMENTO DE EMPLEO,GASTOS CORRIENTES PROYECTOS GENERADORES DE EMPLEO SCE-PETE,25000,240
415,24122615,EMPLEO,FOMENTO DE EMPLEO,GASTOS CORRIENTES NOE,600,241
416,24122617,EMPLEO,FOMENTO DE EMPLEO,GASTOS CORRIENTES PROGRAMA SCE,10000,242
417,24122619,EMPLEO,FOMENTO DE EMPLEO,HUERTOS ESCOLARES ECOLÓGICOS,20000,243
418,24122621,EMPLEO,FOMENTO DE EMPLEO,LA PALMA EMPRENDES - FDCAN 2021,4135,244
419,24122624,EMPLEO,FOMENTO DE EMPLEO,PROYECTO FiiHUB (INTERREG MAC 2014-2020),54000,245
420,24122626,EMPLEO,FOMENTO DE EMPLEO,GASTOS CORRIENTES PLAN EMPLEO SOCIAL - CONTROL PENIS. SET. (4ª FASE - FDCAN 2020),22158,246
421,24122627,EMPLEO,FOMENTO DE EMPLEO,GASTOS CORRIENTES PLAN EMPLEO SOCIAL - CONTROL PENIS. SET. (5ª FASE - FDCAN 2021),30000,247
422,24122699,EMPLEO,FOMENTO DE EMPLEO,OTROS GASTOS DIVERSOS,11000,248
425,24145390,EMPLEO,FOMENTO DE EMPLEO,"SUBV. FUNDACIÓN GENERAL DE LA UNIVERSIDAD DE LA LAGUNA PROYECTO EMPLEABILIDAD ""LA PALMA EMPLEO""",200000,249
426,24146204,EMPLEO,FOMENTO DE EMPLEO,PLAN EMPLEO SOCIAL AYTOS. FDCAN ANUALIDAD 2021. LINEA 3,1669135,250
427,24147001,EMPLEO,FOMENTO DE EMPLEO,SUBV. FOMENTO A LA CONTRATACIÓN LABORAL CONVOCATORIA 2020. FDCAN 2020,320000,251
428,24147002,EMPLEO,FOMENTO DE EMPLEO,SUBV. FOMENTO A LA CONTRATACIÓN LABORAL CONVOCATORIA PLURIANUAL. FDCAN 2021,640000,252
429,24147003,EMPLEO,FOMENTO DE EMPLEO,SUBV. COMPENSAICÓN EMPRESAS GASTOS PÉRDIDAS ECONÓMICAS OCASIONADAS POR EL IMPACTO COVID 19,600000,253
430,24147005,EMPLEO,FOMENTO DE EMPLEO,SUBV.  GRANTECAN S.A. CONTRATOS TITULADOS UNIVERSITARIOS FDCAN 2021,160000,254
433,24162500,EMPLEO,FOMENTO DE EMPLEO,ADQUISICIÓN MOBILIARIO Y ENSERES,1300,255
434,24162600,EMPLEO,FOMENTO DE EMPLEO,EQUIPOS PARA PROCESOS DE INFORMACIÓN PROGRAMAS DE EMPLEO,3000,256
246,23022300,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,TRANSPORTES Y MENSAJERÍAS,140,257
247,23022602,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,PUBLICIDAD Y PROPAGANDA,350,258
250,23062700,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,INVERSIONES SERVICIOS SOCIALES,12000,259
255,23122610,SERVICIOS SOCIALES,ACCIÓN SOCIAL,GASTOS CORRIENTES TUTELAS Y CURATELAS,60610,260
256,23122615,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PLAN DE ATENCIÓN SOCIOSANITARIA-DEPENDENCIA,126857,261
257,23122616,SERVICIOS SOCIALES,ACCIÓN SOCIAL,MUJERS VÍCTIMAS VIOLENCIA Y PROTECC. INTEGRAL MUJERES,351386,262
258,23122709,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERVICIOS MENORES,1049023,263
259,23122711,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERV. ATENCIÓN PLAYAS PERSONAS,42000,264
260,23122712,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERV. PERSONAS DISCAPACIDAD MUSICOTERAPIA,36166,265
261,23122714,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIÓN SERVICIO DE ADECUACIÓN MEDIOAMBIENTAL PARA INTEGRACIÓN SOCIAL,200000,266
262,23122715,SERVICIOS SOCIALES,ACCIÓN SOCIAL,PRESTACIONES SERVICIO ACTIVIDADES VACACIONALES PARA MENORES (DISCAPACIDAD),60000,267
265,23146200,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. A AYTOS. DE LA ISLA DE LA PALMA EN MATERIA DE ACCIÓN SOCIAL,525000,268
266,23146204,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDA FOMENTO INSERCIÓN LABORAL PERSONAS CON DISCAPACIDAD,12000,269
267,23148006,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDAS EC.-FONDO DE EMERGENCIA SOCIAL MUJER,28491,270
268,23148007,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"AYUDAS ECONÓMICAS A LAS ASOC,INSTITUC Y ENTIDADES SIN ANIMO DE LUCRO QUE REALICEN PROYECTOS DE CARÁCTER SOCIAL",870015,271
269,23148917,SERVICIOS SOCIALES,ACCIÓN SOCIAL,SUBV. CRUZ ROJA ESPAÑOLA. PROYECTO MUJERES VICTIMA VIOLENCIA DE GENERO,51682,272
270,23149000,SERVICIOS SOCIALES,ACCIÓN SOCIAL,AYUDA A OTROS PUEBLOS,9000,273
273,23162702,SERVICIOS SOCIALES,ACCIÓN SOCIAL,INV. SISTEMA SOCIAL PREVENCIÓN Y PROTECCIÓN INTEGRAL MUJERES,16506,274
276,23178901,SERVICIOS SOCIALES,ACCIÓN SOCIAL,"SUBV. ASOC. ESPAÑOLA CONTRA EL CANCER, AYUDAS TÉCNICAS PRÉSTAMOS ENFERMOS ONCÓLOGICOS",5000,275
281,23222606,SERVICIOS SOCIALES,PROMOCIÓN SOCIAL,"REUNIONES, CONFERENCIAS Y CURSOS",10000,276
282,23222612,SERVICIOS SOCIALES,PROMOCIÓN SOCIAL,ACTIVIDADES DIVERSAS ACCIÓN SOCIAL,15000,277
287,23322703,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,PRESTACIÓN SERVICIOS CENTRO PERSONAS CON DISCAPACIDAD,1909289,278
288,23322710,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,PRESTACIÓN SERVICIO CENTROS Y SERVICIOS DE ATENCIÓN A LA DEPENDENCIA,123545,279
291,23346200,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. S/C DE LA PALMA ESTIMULACIÓN PRECOZ,18691,280
292,23346201,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. LOS LLANOS DE ARIDANE INSERCIÓN SOCIO LABORAL DE ENFERMOS MENTALES,25000,281
439,24177000,EMPLEO,FOMENTO DE EMPLEO,SUBVENCIONES A EMPRENDEDORES PARA LA PUESTA EN MARCHA DE PROYECTOS EMPRESARIALES (FDCAN 2020),29000,282
293,23346202,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. PUNTALLANA TALLER INTEGRACIÓN PERSONAS CON DISCAPACIDAD,18000,283
294,23346203,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. GARAFÍA RESID. MAYORES SOR JOSEFA ARGOTE GASTOS FUNCIONAMIENTO,304613,284
295,23346204,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. SAN ANDRÉS Y SAUCES RESIDENCIA MAYORES GASTOS FUNCIONAMIENTO,685266,285
296,23346205,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,SUBV. AYTO. LOS LLANOS DE ARIDANE INTERVENCIÓN DEMENCIAS Y ALZHEIMER,33900,286
297,23346206,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,"CONVENIO AYTO. LOS LLANOS DE ARIDANE. CENTRO DIA MAYORES, GASTOS MANTENIM",264958,287
298,23346207,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE BARLOVENTO. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,160778,288
299,23346208,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE BREÑA ALTA. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,293910,289
300,23346209,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. DE BREÑA BAJA. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,188448,290
301,23346210,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO ATYO. EL PASO. SERVICIO AYUDA DOMICILIO. GASTOS MANTENIMIENTO,302717,291
302,23346211,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO TAZACORTE-RESIDENCIA MAYORES GASTOS MANTENIMIENTO,224452,292
303,23346212,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.PUNTAGORDA RESIDENCIA DE MAYORES GASTOS MANTENIMIENTO,448903,293
304,23346213,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.TIJARAFE CTRO.DE ESTANCIA DIURNA GASTOS MANTENIMIENTO,229630,294
305,23346214,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA RESID.PERSONAS CON DISCAPAC.NINA JAUBERT GASTOS MANTENIMIENTO,732646,295
306,23346215,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.B.ALTA CENTRO OCUPACIONAL GASTOS MANTENIMIENTO,409434,296
307,23346216,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO.MAZO CENTRO OCUPACIONAL GASTO MANTENIMIENTO,126278,297
308,23346217,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. VILLA DE MAZO CENTRO DE DIA MAYORES GASTOS MANTENIMIENTO,52992,298
309,23346218,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. VILLA DE MAZO RESIDENCIA MAYORES GASTOS MANTENIMIENTO,192387,299
310,23346219,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA RESIDENCIA MAYORES NINA JAUBERT GASTOS MANTENIMIENTO,416839,300
311,23346220,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. FUENCALIENTE RESIDENCIA DE MAYORES GASTO MANTENIMIENTO,256515,301
312,23346221,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA HOGAR FUNCIONAL GASTOS MANTENIMIENTO,118635,302
313,23346222,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. TAZACORTE. CENTRO DE DIA MAYORES GASTOS MANTENIMIENTO,70655,303
314,23346223,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. PUNTALLANA RESIDENCIA MAYORES GASTOS MANTENIMIENTO,654407,304
440,24177001,EMPLEO,FOMENTO DE EMPLEO,SUBVENCIONES A EMPRENDEDORES PARA LA PUESTA EN MARCHA DE PROYECTOS EMPRESARIALES (FDCAN 2021),145000,305
445,31212000,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,SUELDOS GRUPO A1,81830,306
446,31212001,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,SUELDOS GRUPO A2,114191,307
447,31212004,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,SUELDOS GRUPO C2,145574,308
448,31212006,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,TRIENIOS,104837,309
449,31212100,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,COMPLEMENTO DE DESTINO,219379,310
450,31212101,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,COMPLEMENTO ESPECÍFICO,267001,311
451,31212103,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,OTROS COMPLEMENTOS,221491,312
452,31213000,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,RETRIBUCIONES BÁSICAS LABORALES HOSPITAL,1127963,313
453,31213002,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1707559,314
454,31213100,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,HOSPITAL SUSTITUCIONES VACACIONES E ILT,450704,315
455,31215000,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTIVIDAD,26219,316
456,31215100,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,GRATIFICACIONES Y FESTIVOS LABORAL,182342,317
457,31216000,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,SEGURIDAD SOCIAL,1662330,318
460,31221300,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,CONSERVACIÓN MAQUINARIA HOSPITAL,4200,319
461,31221400,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,MATERIAL DE TRANSPORTE HOSPITAL,910,320
462,31221500,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,REPARACIÓN MOBILIARIOS Y ENSERES HOSPITAL,5600,321
463,31221900,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,REPARACIONES HOSPITAL,8400,322
464,31222000,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,MATERIAL DE OFICINA ,910,323
465,31222002,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,MATERIAL INFORMÁTICO NO INVENTARIABLE,280,324
466,31222102,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,GAS HOSPITAL,7997,325
467,31222103,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,COMBUSTIBLES Y CARBURANTES HOSPITAL,910,326
468,31222104,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,SUMINISTRO VESTUARIO HOSPITAL,7000,327
469,31222105,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTOS ALIMENTICIOS HOSPITAL,140000,328
470,31222106,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTOS FARMACÉUTICOS HOSPITAL,262500,329
471,31222110,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,PRODUCTOS DE LIMPIEZA Y ASEO HOSPITAL,28000,330
472,31222300,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,TRANSPORTES Y MENSAJERÍA,140,331
473,31222606,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,"JORNADAS, CURSOS, CONFERENCIAS Y REUNIONES SANIDAD",4900,332
474,31222610,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,TERAPIA OCUPACIONAL Y ACTIVIDADES HOSPITAL,4550,333
475,31222699,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,OTROS GASTOS DIVERSOS HOSPITAL,35000,334
478,31262500,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,ADQUISIC. MOBILIARIO Y ENSERES,21000,335
479,31262501,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,ADQUISICIÓN OTROS BIENES INVENTARIABLES,17500,336
480,31262700,HOSPITAL DE DOLORES,HOSPITAL DE DOLORES,OBRAS EDIFICIO HOSPITAL NUESTRA SEÑORA DE LOS DOLORES,70000,337
485,31348900,SANIDAD,ACCIONES PÚBLICAS RELATIVAS A LA SALUD,SUBV. ENTIDADES ACCIONES DE PREVENCIÓN EN DROGODEPENDENCIAS,84000,338
490,32645391,EDUCACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,SUBV. ESCUELA ENFERMERÍA ULL PARA FONDOS DE LA BIBLIOTECA VIRTUAL,6000,339
491,32648100,EDUCACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,AYUDAS AL ESTUDIO Y ENSEÑANZA ,400000,340
492,32648101,EDUCACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,AYUDAS ESTUDIANTES EN LAS RESIDENCIA/COLEGIOS ULL Y ULPG,175000,341
493,32648902,EDUCACIÓN,SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN,"SUBV. FAPA LA PALMA GASTOS GUARDERÍAS, CURSOS FORMACIÓN Y MATERIAL PREVENCIÓN",26000,342
498,32822001,EDUCACIÓN,PROMOCIÓN EDUCATIVA,LIBROS ESCUELA ENFERMERÍA ,2000,343
499,32822002,EDUCACIÓN,PROMOCIÓN EDUCATIVA,MATERIAL DE OFICINA ESCUELA DE ENFERMERÍA,500,344
500,32822003,EDUCACIÓN,PROMOCIÓN EDUCATIVA,MATERIAL DE OFICINA,500,345
501,32822603,EDUCACIÓN,PROMOCIÓN EDUCATIVA,PUBLICACION EN DIARIOS OFICIALES,100,346
502,32822608,EDUCACIÓN,PROMOCIÓN EDUCATIVA,ACTIVIDADES EDUCATIVAS,40000,347
503,32822699,EDUCACIÓN,PROMOCIÓN EDUCATIVA,OTROS GASTOS DIVERSOS,1500,348
504,32822706,EDUCACIÓN,PROMOCIÓN EDUCATIVA,PUBLICACIONES,100,349
507,32841000,EDUCACIÓN,PROMOCIÓN EDUCATIVA,APORTACIÓN A LA ESCUELA INSULAR DE MÚSICA,1321000,350
508,32842400,EDUCACIÓN,PROMOCIÓN EDUCATIVA,SUBVENCIÓN UNED LA PALMA GASTOS FUNCIONAMIENTO,210000,351
316,23346225,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA BAJA CENTRO DÍA MAYORES GASTOS MANTENIMIENTO,174999,352
317,23346226,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. PUNTALLANA CENTRO DÍA MAYORES GASTOS MANTENIMIENTO,88319,353
318,23346227,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BARLOVENTO CENTRO DE DIA DE MAYORES GASTOS MANTENIMIENTO,132479,354
319,23346228,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. TIJARAFE RESIDENCIA MAYORES GASTOS MANTENIMIENTO,498809,355
320,23346229,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BARLOVENTO RESIDENCIA MAYORES GASTOS MANTENIMIENTO,338486,356
321,23346230,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. GARAFÍA RESIDENCIA MAYORES GASTOS MANTENIMIENTO,857499,357
