"APLICACIÓN PRESUP.";"AREA";"DENOMINACIÓN";"EURO"
1131000;;"INTERESES OPERAC. CRÉDITO";200000,00
1191300;;"AMORTIZACIÓN OP. DE CRÉDITO";7446787,72
13022699;"ADMINISTRACIÓN GENERAL DE LA SEGURIDAD Y PROTECCIÓN CIVIL";"OTROS GASTOS DIVERSOS";5000,00
13022707;"ADMINISTRACIÓN GENERAL DE LA SEGURIDAD Y PROTECCIÓN CIVIL";"SERVICIO CAPTACIÓN DE IMÁGENES AÉREAS";10000,00
13522000;"PROTECCIÓN CIVIL";"MATERIAL OFICINA";500,00
13522104;"PROTECCIÓN CIVIL";"VESTUARIO PERSONAL CECOPIN Y EMERGENCIAS";3000,00
13522606;"PROTECCIÓN CIVIL";"FORMACIÓN EN MATERIA DE PROTECCIÓN CIVIL";7000,00
13522707;"PROTECCIÓN CIVIL";"ASIST. TÉCNICA ELABORACIÓN PLANES DE EMERGENCIAS";40000,00
13522709;"PROTECCIÓN CIVIL";"ELABORACIÓN DE PLANES AUTOPROTECCIÓN";30000,00
13548900;"PROTECCIÓN CIVIL";"SUBVENCIONES ASOCIACIONES DE PROTECCIÓN CIVIL";15000,00
13548901;"PROTECCIÓN CIVIL";"CONVENIO AEA SERVICIO DE EMERGENCIA";50000,00
13548902;"PROTECCIÓN CIVIL";"PREMIOS EN EMERGENCIA";1500,00
13560100;"PROTECCIÓN CIVIL";"INVERSIONES EN SEGURIDAD Y EMERGENCIAS";18000,00
13562400;"PROTECCIÓN CIVIL";"VEHÍCULOS EMERGENCIA";75000,00
13562700;"PROTECCIÓN CIVIL";"PROYECTO MEJORA EQUIPAMIENTO Y DOTACIONES EMERGENCIAS";50000,00
13562901;"PROTECCIÓN CIVIL";"MATERIAL DE EMERGENCIAS";9000,00
13578900;"PROTECCIÓN CIVIL";"SUVB. AEA COMPRA VEHICULOS DE EMERGENCIA";14000,00
13622709;"SERVICIOS DE EXTINCIÓN DE INCENDIOS";"PRESTACIÓN SERVICIO PREV. Y EXT. INCENDIOS";600000,00
15022000;"ADMINISTRACIÓN GENERAL DE VIVIENDA Y URBANISMO";"MATERIAL DE OFICINA";1000,00
15112000;"URBANISMO";"SUELDOS GRUPO A1";60926,85
15112001;"URBANISMO";"SUELDOS GRUPO A2";13284,68
15112003;"URBANISMO";"SUELDOS GRUPO C1";10077,59
15112006;"URBANISMO";"TRIENIOS";7197,96
15112100;"URBANISMO";"COMPLEMENTO DE DESTINO";54614,28
15112101;"URBANISMO";"COMPLEMENTO ESPECÍFICO";84015,26
15112103;"URBANISMO";"OTROS COMPLEMENTOS";44593,84
15115000;"URBANISMO";"PRODUCTIVIDAD";1123,68
15116000;"URBANISMO";"SEGURIDAD SOCIAL";62938,67
15122602;"URBANISMO";"PUBLICIDAD PIOLP Y OTROS";2000,00
15122710;"URBANISMO";"ASISTENCIA TÉCNICA PLANIFICACIÓN";350000,00
15612000;"POLÍTICA TERRITORIAL";"SUELDOS GRUPO A1";15231,71
15612001;"POLÍTICA TERRITORIAL";"SUELDOS GRUPO A2";13284,68
15612003;"POLÍTICA TERRITORIAL";"SUELDOS GRUPO C1";10077,59
15612004;"POLÍTICA TERRITORIAL";"SUELDOS GRUPO C2";8467,70
15612006;"POLÍTICA TERRITORIAL";"TRIENIOS";10041,31
15612100;"POLÍTICA TERRITORIAL";"COMPLEMENTO DE DESTINO";28285,46
15612101;"POLÍTICA TERRITORIAL";"COMPLEMENTO ESPECÍFICO";32804,66
15612103;"POLÍTICA TERRITORIAL";"OTROS COMPLEMENTOS";28007,74
15615000;"POLÍTICA TERRITORIAL";"PRODUCTIVIDAD";749,12
15616000;"POLÍTICA TERRITORIAL";"SEGURIDAD SOCIAL";54000,00
15622001;"POLÍTICA TERRITORIAL";"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES";400,00
15622002;"POLÍTICA TERRITORIAL";"MATERIAL INFORMÁTICO NO INVENTARIABLE";1000,00
15622606;"POLÍTICA TERRITORIAL";"REUNIONES Y CONFERENCIAS";3000,00
15622610;"POLÍTICA TERRITORIAL";"PROYECTOS SIG";25000,00
15622699;"POLÍTICA TERRITORIAL";"GASTOS DIVERSOS ";2500,00
15622709;"POLÍTICA TERRITORIAL";"ESTUDIOS Y TRABAJOS TÉCNICOS";4000,00
15648900;"POLÍTICA TERRITORIAL";"CONVENIO ACADUR CONGRESO DERECHO URBANÍSTICO";12000,00
16076200;"ALCANTARILLADO";"SUBV. AYTO. S/C DE LA PALMA EBAR";121511,23
16212000;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"SUELDOS GRUPO A1";30463,43
16212001;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"SUELDOS GRUPO A2";26569,36
16212006;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"TRIENIOS";8162,32
16212100;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"COMPLEMENTO DE DESTINO";42280,14
16212101;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"COMPLEMENTO ESPECÍFICO";57342,74
16212103;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"OTROS COMPLEMENTOS";34807,79
16213000;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RETRIB. BÁSICAS LABORALES RESIDUOS SÓLIDOS";120330,12
16213002;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"OTRAS REMUNERACIÓNES PESONAL LABORAL FIJO";171016,39
16215000;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"PRODUCTIVIDAD";3183,76
16216000;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"SEGURIDAD SOCIAL";179337,82
16221300;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RESIDUOS SÓLIDOS, MAQUINARIA, INSTALACIONES Y UTILLAJE";2500,00
16222103;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RESIDUOS SÓLIDOS. COMBUSTIBLES Y CARBURANTES ";2000,00
16222104;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RESIDUOS SÓLIDOS. VESTUARIO ";2000,00
16222300;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"TRANSPORTES Y MENSAJERÍA";500,00
16222610;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"PUESTA EN MARCHA DEL PTER";20000,00
16222699;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RESIDUOS SÓLIDOS. GASTOS DIVERSOS ";10000,00
16222706;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"ESTUDIOS Y TRABAJOS TÉCNICOS";20000,00
16222709;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RECOGIDA PAPEL/CARTÓN";211837,74
16222711;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"GESTIÓN DE VERTEDEROS";40000,00
16222712;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"GESTIÓN COMPLEJO AMBIENTAL DE RESIDUOS";1350000,00
16222713;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"RETIRADA RESIDUOS PELIGROS Y NO PELIGROSOS DE PUNTOS LIMPIOS";140000,00
16246200;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"COMPENSACIÓN PLANTA M. AMBIENTE VILLA DE MAZO";390657,87
16246201;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"CONVENIO COLABORACIÓN IMPLANTANCIÓN PROYECTO EXPERIMENTAL COMPOSTAJE COMUNITARIO";10000,00
16246701;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"CONVENIO FUNDACIÓN CANARIA RESERVA DE LA BIOSFERA PROY. PRESERVACIÓN MEDIOAMBIENTAL MAT.RESIDUOS";10000,00
16260000;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"ADQUISICIÓN TERRENOS";30000,00
16262701;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"INSTALACIONES Y EQUIPOS DE INFRAESTRUCTURAS DE RESIDUOS";200000,00
16262702;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"OBRAS EN PUNTOS LIMPIOS";81124,00
16262703;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"OBRAS PUNTOS LIMPIOS DE LA CONSTRUCCIÓN";20000,00
16262705;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"INVERSIONES ACTIVIDADES CLASIFICADAS";105000,00
16262706;"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS";"MEJORA COMPLEJO AMBIENTAL LOS MORENOS";500000,00
16920300;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"ARRENDAMIENTOS";1100,00
16921300;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"REPARACIÓN MAQUINARIA E INSTALACIONES MATADERO";21000,00
16921400;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"MATERIAL DE TRANSPORTE MATADERO";3000,00
16922000;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"MATERIAL DE OFICINA MATADERO";500,00
16922002;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"MATERIAL INFORMÁTICO NO INVENTARIABLE";400,00
16922103;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"COMBUSTIBLE MATADERO";15000,00
16922104;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"VESTUARIO Y LAVAND.";3000,00
16922110;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"LIMPIEZA INSTALACIONES Y DESINFECCIÓN";5000,00
16922300;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"TRANSPORTES";24000,00
16922610;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"LABORATORIO";22900,00
16922699;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"OTROS GASTOS DIVERSOS MATADERO";5000,00
16922701;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"VIGILANCIA";500,00
16935800;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)";4423,02
16962700;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"INVERSIONES MATADERO";80000,00
16964800;"OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO)";"CUOTAS LEASING VEHÍCULOS";52916,82
17012000;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"SUELDOS GRUPO A1";30463,43
17012001;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"SUELDOS GRUPO A2";39854,04
17012003;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"SUELDOS GRUPO C1";156202,57
17012004;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"SUELDOS GRUPO C2";16935,41
17012006;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"TRIENIOS";46644,03
17012100;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"COMPLEMENTO DE DESTINO";157278,94
17012101;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"COMPLEMENTO ESPECÍFICO";199265,50
17012103;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"OTROS COMPLEMENTOS";139777,18
17013000;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";1612086,15
17013002;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"OTRAS REMUNERACIONES";2299851,34
17013100;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"LABORAL TEMPORAL";53338,50
17015000;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"PRODUCTIVIDAD";35840,00
17015100;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"GRATIFICACIONES";70000,00
17016000;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"SEGURIDAD SOCIAL";1550409,00
17020000;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"ARRENDAMIENTO TERRENOS Y BIENES NATURALES";2200,00
17020200;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"COMUNIDAD PROPIETARIOS EDIFICIO. ARRENDAMIENTO LOCAL";14000,00
17020500;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"ARRENDAMIENTO MOBILIARIO Y ENSERES";500,00
17021200;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"MANTENIMIENTO EDIFICIO Y OTRAS CONSTRUCCIONES";9000,00
17021300;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"MAQUINARIA, INSTALACIONES Y UTILLAJE";6000,00
17021400;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"MANTENIMIENTO VEHÍCULOS";45000,00
17021500;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"REPARACIÓN EQUIPOS OFICINA";1000,00
17021600;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"RED COMUNICACIONES";10000,00
17022000;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"MATERIAL OFICINA";5000,00
17022001;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"PRENSA, REVISTAS, LIBROS Y PUBLICACIONES";2000,00
17022002;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"MATERIAL INFORMÁTICO NO INVENTARIABLE";1000,00
17022003;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"PUBLICACIONES Y ACTUALIZACIÓN DE TOPOGUÍAS Y FOLLETOS";1000,00
17022103;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"COMBUSTIBLES";40000,00
17022104;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"VESTUARIO";170000,00
17022199;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"OTROS SUMINISTROS";14000,00
17022300;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"TRANSPORTES";1000,00
17022699;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"GASTOS DIVERSOS MEDIO AMBIENTE";15000,00
17022706;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"ASISTENCIAS TÉCNICAS, ESTUDIOS Y PROGRAMAS DE M.A. ";20000,00
17023120;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"LOCOMOCIÓN PERSONAL";700,00
17062700;"ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE";"INVERSIONES MEDIO AMBIENTE ";45000,00
17221000;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"MANTENIMIENTO PISTA FORESTALES";9000,00
17221900;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"REPAR. MANTENIMIENTO Y CONSERV. OTRO INMOVILIZADO MATERIAL";100,00
17222998;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"GASTOS VIVERO INSULAR Y CENTRO RECUPERACIÓN DE FAUNA";1000,00
17222701;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"ACTUACIONES CONTRA INCENDIOS Y BRIGADAS";1050000,00
17222707;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"ASIST. TÉCN. ERRAD. EXÓTICAS, FLORA Y FAUNA EDUC. AMBIENTAL";30000,00
17222709;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"PLAN DE CONTROL DE EXÓTICAS";50000,00
17222799;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"OTROS TRABAJOS REALIZADOS POR EMPRESAS Y PROFESIONALES";1000,00
17223020;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"INDEMNIZACIÓN POR RAZÓN DEL SERVICIO";1000,00
17223300;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"INDEMNIZACIÓN INCENDIOS Y EMERGENCIAS";85000,00
17235800;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)";24800,00
17260100;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"CENTRO DE VISITANTES CUEVA DE LAS PALOMAS";420000,00
17260200;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"CENTRO DE VISITANTES CUEVA DE LAS PALOMAS EQUIPAMIENTO";160000,00
17260201;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"CONSTRUCCIÓN ALBERGUES";10000,00
17261100;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"INVERSIONES MEDIO AMBIENTE";565000,00
17261101;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"INVERSIONES MEDIO AMBIENTE Y SERVICIOS FORESTALES";20000,00
17264800;"PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE";"CUOTAS NETAS DE INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING)";150000,00
17922611;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"DÍAS M. AMBIENTE Y ÁRBOL";700,00
17923300;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"GASTO FUNCIONAMIENTO PATRONATO ESPACIOS NATURALES";1000,00
17948100;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"PREMIOS INSULARES MEDIO AMBIENTE";2000,00
17948902;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"CONVENIO FEDERACIÓN INSULAR DE CAZA COLABORACIÓN EN MATERIA CINEGÉTICA";70300,00
17948903;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"CONVENIO SOCIEDADES PROTECTORAS DE ANIMALES";25000,00
17960000;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"ADQUISICIÓN TERRENOS ALBERGUE ANIMALES";10000,00
17962700;"OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE";"ALBERGUES ANIMALES";30000,00
21116102;"PENSIONES";"PREMIO JUBILACIÓN/CONSTANCIA";189900,00
21116103;"PENSIONES";"PENSIONES ";475583,70
21116104;"PENSIONES";"INDEMNIZACIÓN AL PERSONAL LABORAL POR JUBILACIÓN ANTICIPADA";84104,66
21116105;"PENSIONES";"COMPLEMENTO FAMILIAR DE PENSIONISTAS";10000,00
22116008;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"FONDO DE CONTINGENCIA SOCIAL";50000,00
22116200;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"FORMACIÓN DEL PERSONAL";25000,00
22116204;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"ACCIÓN SOCIAL";10000,00
22116205;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"SEGURO COLECTIVO ACUNSA";110000,00
22116206;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"AYUDAS AL ESTUDIO DEL PERSONAL";105000,00
22116400;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"COMPLEMENTO FAMILIAR";40000,00
22148900;"OTRAS PREST. ECON A FAVOR EMPLEADOS";"APORTACIÓN REPRESENTANTES SINDICALES ";26613,90
23012000;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"SUELDOS GRUPO A1";45695,14
23012001;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"SUELDOS GRUPO A2";39854,04
23012003;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"SUELDOS GRUPO C1";10077,59
23012004;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"SUELDOS GRUPO C2";33870,82
23012006;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"TRIENIOS";19076,20
23012100;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"COMPLEMENTO DE DESTINO";82366,90
23012101;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"COMPLEMENTO ESPECÍFICO";103780,32
23012103;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"OTROS COMPLEMENTOS";69666,08
23013000;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"RETRIBUCIONES BÁSICA PERSONAL LABORAL FIJO";183334,51
23013002;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"OTRAS REMUNERACIONES PERSONAL LABORAL FIJO";278013,07
23013102;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";" RETRIBUCIONES PERSONAL LABORAL TEMPORAL MUJERES VÍCTIMAS VIOLENCIA";228452,21
23013104;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";" RETRIB. PERSONAL LABORAL TEMPORAL ATENCIÓN SOC-SANIT ÁREA DISCAP.";486452,16
23015000;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"PRODUCTIVIDAD";4307,44
23016000;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"SEGURIDAD SOCIAL";492512,36
23022000;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE";1000,00
23022001;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES";100,00
23022300;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"TRANSPORTES Y MENSAJERÍAS";200,00
23022602;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"PUBLICIDAD Y PROPAGANDA";1000,00
23062700;"ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES";"INVERSIONES SERVICIOS SOCIALES";5000,00
23122608;"ACCIÓN SOCIAL";"GASTOS PROGR ""VIDA ACTIVA"" PARA MAYORES";19000,00
23122610;"ACCIÓN SOCIAL";"GASTOS CORRIENTES TUTELAS Y CURATELAS";68000,00
23122615;"ACCIÓN SOCIAL";"PLAN ATENC. SOCIO-SANIT. ÁREA DISCAP";211000,00
23122616;"ACCIÓN SOCIAL";"MUJERS VÍCTIMAS VIOLENCIA Y PROTECC. INTEGRAL MUJERES";117510,00
23122617;"ACCIÓN SOCIAL";"PROGRAMA DE PREPARACIÓN PARA LA VIDA INDEPENDIENTES DE JOVENES";1000,00
23122707;"ACCIÓN SOCIAL";"PRESTACIÓN DE SERVICIO DE MEDIACIÓN FAMILIAR, INTERVENCIÓN FAMILIAR Y PUNTOS DE ENCUENTRO";20000,00
23122709;"ACCIÓN SOCIAL";"PRESTACIÓN SERVICIOS MENORES";775000,00
23122710;"ACCIÓN SOCIAL";"PRESTACIÓN SERVICIOS RESPIRO FAMILIAR MENORES";88500,00
23122711;"ACCIÓN SOCIAL";"PRESTACIÓN SERV. ATENCIÓN PLAYAS PERSONAS";25000,00
23122712;"ACCIÓN SOCIAL";"PRESTACIÓN SERV. PERSONAS DISCAPACIDAD MUSICOTERAPIA";22000,00
23122713;"ACCIÓN SOCIAL";"PRESTACIÓN SERV. ACCESIBILIDAD BIENES, INMUEBLES Y OBRAS";18000,00
23146200;"ACCIÓN SOCIAL";"CONVENIO AYTOS. AL PLAN INTEGRAL DEL MENOR";100000,00
23146204;"ACCIÓN SOCIAL";"AYUDA FOMENTO INSERCIÓN LABORAL PERSONAS CON DISCAPACIDAD";12000,00
23148000;"ACCIÓN SOCIAL";"ATENCIONES ECONÓMICAS A MAYORES";40000,00
23148001;"ACCIÓN SOCIAL";"AYUDAS DE EMERGENCIA SOCIAL";400000,00
23148002;"ACCIÓN SOCIAL";"CONVENIO ASOCIACIÓN ESPAÑOLA CONTRA EL CANCER. ATENCIÓN INTEGRAL A LOS PACIENTES ONCOLÓGICOS DE LA PALMA";20000,00
23148004;"ACCIÓN SOCIAL";"PLAN GERONTOLÓGICO-AYUDA ASOC./CENTRO MAYORES";85000,00
23148006;"ACCIÓN SOCIAL";"AYUDAS EC.-FONDO DE EMERGENCIA SOCIAL MUJER";17533,00
23148007;"ACCIÓN SOCIAL";"AYUDAS ECONÓMICAS A LAS ASOC,INSTITUC Y ENTIDADES SIN ANIMO DE LUCRO QUE REALICEN PROYECTOS DE CARÁCTER SOCIAL";28000,00
23148008;"ACCIÓN SOCIAL";"CONV. ASOC. ADFILPA. ATENCIÓN INTEGRAL A PRESONAS CON DISCAPACIDAD FÍSICA";47233,34
23148009;"ACCIÓN SOCIAL";"CONV. AFA-LA PALMA. ATENCIÓN INTEGRAL A PERSONAS CON ALZHEIMER Y DEMENCIA";67582,17
23148010;"ACCIÓN SOCIAL";"CONVENIO ASOCIACIÓN AFEM. ATENCIÓN INTEGRAL A PERSONAS CON ENFERMEDAD MENTAL";34936,52
23148011;"ACCIÓN SOCIAL";"CONVENIO AMPA EL DORADOR. ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD INTELECTUAL Y FÍSICA";4078,54
23148012;"ACCIÓN SOCIAL";"CONVENIO ASOCIACIÓN BESAY. ATENCIÓN INTEGRAL A NIÑOS/AS CON NECESIDADES EDUCATIVAS ESPECIALES ";22882,75
23148013;"ACCIÓN SOCIAL";"CONVENIO CENTRO ESPECIAL DE EMPLEO DESTILADERA. ATENCIÓN INTEGRAL PERSONAS DISCAPACIDAD INTELECTUAL ";48903,30
23148014;"ACCIÓN SOCIAL";"CONVENIO FUNCASOR LA PALMA. ATENCIÓN INTEGRAL A PERSONAS SORDAS";66414,92
23148015;"ACCIÓN SOCIAL";"CONVENIO ASOC. NIÑOS ESPECIALES DE LA PALMA. ATENCIÓN INTEGRAL A PERSONAS DISCAPC INTELECTURAL Y FIS";48485,78
23148016;"ACCIÓN SOCIAL";"CONVENIO ASOC. PADISBALTA. ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD INTELECTUAL ";43482,67
23148017;"ACCIÓN SOCIAL";"CONVENIO FUNDACIÓN TABURIENTE. ATENCIÓN INTEGRAL A PERSONAS CON DISCAPACIDAD INTELECTUAL";1000,00
23148101;"ACCIÓN SOCIAL";"PREMIOS ACCIÓN SOCIAL";2400,00
23148802;"ACCIÓN SOCIAL";"PROGRAMA DE INCLUSIÓN SOCIAL";50000,00
23148900;"ACCIÓN SOCIAL";"CONVENIO INDISPAL ACTUACIONES PARA DESARROLLO INTEGRAL PERSONAS CON DISCAPACIDAD";33000,00
23148901;"ACCIÓN SOCIAL";"CONVENIO RADIO ECCA. ACTUACIONES DESARROLLO INTEGRAL FAMILIA SITUAC. RIESGO O VULNERABILIDAD SOCIAL";15000,00
23148902;"ACCIÓN SOCIAL";"SUBV. HERMANAS DE LA CRUZ GASTOS CORRIENTES";5000,00
23148903;"ACCIÓN SOCIAL";"CONVENIO CRUZ ROJA. POTENCIACIÓN SERV. TELEASISTENCIA DOMICILIARIA ISLA DE LA PALMA";18000,00
