X,Y,FID,OBJECTID_1,OBJECTID_2,Objectid,Titular,Cod_post,Telefono,Clave_far,Cod_nuc,Nucleo,Pop_nuc,Cod_es,Ent_sing,Pop_ent,Cod_mun,Municipio,Provincia,Zf,Area_salud,Horario,Cod_area,Gerencia,Cod_distri,Cod_zbs,X_utm,Y_utm,Posicion,Y_wgs84,X_wgs84,Domicilio
-4.83680895451752,39.9606660376661,235,1833,578,1217,PAULA DIAZ PEREZ,45600, ,TO-364-F,45165000601,TALAVERA DE LA REINA,79975,451650006,TALAVERA DE LA REINA,79975,45165,TALAVERA DE LA REINA,TOLEDO,TALAVERA,TALAVERA DE LA REINA, ,6,TALAVERA,6-01,826,"343115,8528","4425006,9626","39.9606660385951, -4.83680895451753",39.9606660385951,-4.83680895451753,"CALLE SANTO DOMINGO, 3 - BAJO"
-4.818441013543,39.9714949667409,236,1834,579,1218,ANDRES GARCIA DIAZ,45600, ,TO-378-F,45165000601,TALAVERA DE LA REINA,79975,451650006,TALAVERA DE LA REINA,79975,45165,TALAVERA DE LA REINA,TOLEDO,TALAVERA,TALAVERA DE LA REINA, ,6,TALAVERA,6-01,818,"344709,288","4426176,8145","39.9714949676699, -4.818441013543",39.9714949676699,-4.818441013543,"CALLE FRANCISCO AGUIRRE, 60"
-4.81666797200595,39.9674350314576,237,1835,580,1219,ANA MARIA GOMEZ PEREZ,45600,696599700,TO-381-F,45165000601,TALAVERA DE LA REINA,79975,451650006,TALAVERA DE LA REINA,79975,45165,TALAVERA DE LA REINA,TOLEDO,TALAVERA,TALAVERA DE LA REINA, ,6,TALAVERA,6-01,825,"344851,5288","4425723,0769","39.9674350323866, -4.81666797200595",39.9674350323866,-4.81666797200595,"CALLE ECUADOR, 6"
-4.85438602034485,39.9501479841219,238,1836,581,1220,VANESA MARTIN GONZALEZ,45600, ,TO-383-F,45165000601,TALAVERA DE LA REINA,79975,451650006,TALAVERA DE LA REINA,79975,45165,TALAVERA DE LA REINA,TOLEDO,TALAVERA,TALAVERA DE LA REINA, ,6,TALAVERA,6-01,826,"341590,2067","4423870,5339","39.9501479850508, -4.85438602034485",39.9501479850508,-4.85438602034485,"CALLE SAN SILVESTRE, 3 - LOCAL"
-3.95116696870139,39.8615679701722,239,1837,582,1221,NOELIA GARCIA RODRIGUEZ,45007, ,TO-375-F,45168000102,POLIGONO SANTA MARIA DE BENQUERENCIA,22811,451680001,TOLEDO,85085,45168,TOLEDO,TOLEDO,TOLEDO-3-STA Mª BENQUERENCIA,TOLEDO, ,7,TOLEDO,7-04,845,"418644,282","4412825,6421","39.8615679711006, -3.95116696870139",39.8615679711006,-3.95116696870139,"CALLE FRESNEDOSO, 11"
-1.32498185468481,39.7403626314582,240,1838,583,690,M. ASUNCIÓN SANCHÍS ARNAU,16313,969364036,CU-024-F,16014000101,ALIAGUILLA,634,160140001,ALIAGUILLA,634,16014,ALIAGUILLA,CUENCA,TALAYUELAS,CUENCA, ,4,CUENCA,4-02,470,"643522,8697","4400282,0853","39.7403626323859, -1.32498185468481",39.7403626323859,-1.32498185468481,"CALLE GASPAR ZAFRILLA, 14"
-2.37895400218378,39.6876280006907,241,1839,584,691,MARIA LOURDES DIAZ ALARCON,16740,969291017,CU-018-F,16015000101,ALMARCHA (LA),425,160150001,ALMARCHA (LA),425,16015,LA ALMARCHA,CUENCA,HONRUBIA,CUENCA, ,4,CUENCA,4-01,395,"553253,2622","4393272,2321","39.6876280016181, -2.37895400218378",39.6876280016181,-2.37895400218378,"CALLE DON QUIJOTE, S/N"
-2.88482996357378,39.9211299590005,242,1840,585,692,ANA Mª MARTINEZ ALEMANY,16420,969126004,CU-119-F,16016000101,ALMENDROS,234,160160001,ALMENDROS,234,16016,ALMENDROS,CUENCA,TARANCON,CUENCA, ,4,CUENCA,4-06,475,"509842,182","4419009,8233","39.9211299599292, -2.88482996357378",39.9211299599292,-2.88482996357378,"CALLE CANDELARIA, 34"
-1.85084195759606,40.35041502,243,1841,604,799,LOURDES MAQUEDA RUIZ,16150,969289197,CU-082-F,16215000101,TRAGACETE,277,162150001,TRAGACETE,277,16215,TRAGACETE,CUENCA,TRAGACETE,CUENCA, ,4,CUENCA,4-02,485,"597589,6085","4467284,7271","40.3504150209311, -1.85084195759606",40.3504150209311,-1.85084195759606,"PLAZA DE LA CONSTITUCION, 7"
-2.75548301048723,39.7006950409059,244,1842,605,800,ANA ISABEL CASTILLO LARA,16422,969122426,CU-074-F,16216000101,TRESJUNCOS,268,162160001,TRESJUNCOS,268,16216,TRESJUNCOS,CUENCA,BELMONTE,CUENCA, ,4,CUENCA,4-01,345,"520962,7503","4394566,7287","39.7006950418334, -2.75548301048723",39.7006950418334,-2.75548301048723,"CALLE HIEDRA, 20"
-2.86131092938326,39.9804173037278,245,1843,606,801,Mª JOSE PALOMAR GOMEZ,16450,969135111,CU-060-F,16218000101,UCLES,222,162180001,UCLES,222,16218,UCLÉS,CUENCA,CARRASCOSA DEL CAMPO,CUENCA, ,4,CUENCA,4-06,370,"511841,8405","4425592,9434","39.9804173046569, -2.86131092938326",39.9804173046569,-2.86131092938326,"PLAZA PELAYO QUINTERO, 8"
-2.44493463085645,40.5049800058689,246,1844,607,802,FATIMA ROJO MERTINEZ,16813,650960589,CU-061-F,16228000101,VALDEOLIVAS,218,162280001,VALDEOLIVAS,218,16228,VALDEOLIVAS,CUENCA,PRIEGO,CUENCA, ,4,CUENCA,4-05,445,"547029,4678","4483955,4764","40.5049800068008, -2.44493463085645",40.5049800068008,-2.44493463085645,"CALLE DEL PARAISO, 1"
-2.15707301440149,39.7677080046181,247,1845,608,803,BEATRIZ HERRAIZ DE LA FUNTE,16120,969208112,CU-081-F,16903000101,VALERA DE ABAJO,1428,169030001,VALERA DE ABAJO,1428,16903,VALERAS (LAS),CUENCA,VALVERDE DE JUCAR,CUENCA, ,4,CUENCA,4-04,490,"572195,6899","4402315,3214","39.767708005546, -2.15707301440149",39.767708005546,-2.15707301440149,"CALLE SAMUEL BALTES, 67"
-2.21909700838273,39.7178330048669,248,1846,609,804,RUBEN DAVID GARCIA GONZALEZ,16100,969201063,CU-064-F,16236000101,VALVERDE DE JUCAR,1091,162360001,VALVERDE DE JUCAR,1091,16236,VALVERDE DE JÚCAR,CUENCA,VALVERDE DE JUCAR,CUENCA, ,4,CUENCA,4-04,490,"566931,5841","4396731,678","39.7178330057945, -2.21909700838273",39.7178330057945,-2.21909700838273,"CALLE SAN MARCOS, 5"
-2.29154897844749,39.4235679665417,249,1847,610,805,JUAN GUILLERMO VIVERO SEGADO,16709,969386020,CU-085-F,16238000201,VARA DE REY,450,162380002,VARA DE REY,450,16238,VARA DE REY,CUENCA,SISANTE,CUENCA, ,4,VILLARROBLEDO,4-04,465,"560978,8844","4364021,506","39.4235679674675, -2.29154897844749",39.4235679674675,-2.29154897844749,"CALLE DEL AGUA, 5"
-2.31924200047153,40.4001370176383,250,1848,611,806,MARIA ESTRELLA PEÑA MARTINEZ,16860,969315556,CU-105-F,16242000101,VILLACONEJOS DE TRABAQUE,323,162420001,VILLACONEJOS DE TRABAQUE,323,16242,VILLACONEJOS DE TRABAQUE,CUENCA,CAÑAVERAS,CUENCA, ,4,CUENCA,4-05,355,"557768,9174","4472392,4874","40.4001370185697, -2.31924200047153",40.4001370185697,-2.31924200047153,"CTRA CAÑAVERAS, S/N"
-2.67360001702596,39.5970109764737,251,1849,612,807,GODOFREDO SOTO BARAÑANO,16647,967168544,CU-032-F,16243000201,VILLAESCUSA DE HARO,474,162430002,VILLAESCUSA DE HARO,474,16243,VILLAESCUSA DE HARO,CUENCA,BELMONTE,CUENCA, ,4,CUENCA,4-01,345,"528024,5243","4383081,8164","39.5970109774005, -2.67360001702596",39.5970109774005,-2.67360001702596,"CALLE JOSE ANTONIO, 2"
-4.28074697346716,39.9844060203757,252,1850,613,450,MARIA SOLEDAD GOMEZ LOPEZ,45500, ,TO-300-F,45173000101,TORRIJOS,13678,451730001,TORRIJOS,13678,45173,TORRIJOS,TOLEDO,TORRIJOS,TOLEDO, ,7,TOLEDO,7-06,855,"390649,3521","4426811,8552","39.9844060213048, -4.28074697346716",39.9844060213048,-4.28074697346716,"AVENIDA DE LA ESTACION, 71"
-4.27811195702191,39.9805210381036,253,1851,614,451,MARIA JOSE TORREJON BENAYAS,45500, ,TO-290-F,45173000101,TORRIJOS,13678,451730001,TORRIJOS,13678,45173,TORRIJOS,TOLEDO,TORRIJOS,TOLEDO, ,7,TOLEDO,7-06,855,"390868,1555","4426377,4137","39.9805210390327, -4.27811195702191",39.9805210390327,-4.27811195702191,"AVENIDA DEL PILAR, 36"
-3.33312204271072,39.6221109750731,254,1852,615,452,LUCIANA TERCERO POZO,45860,925100614,TO-160-F,45185000101,VILLACAÑAS,9418,451850001,VILLACAÑAS,9418,45185,VILLACAÑAS,TOLEDO,VILLACAÑAS,LA MANCHA-CENTRO, ,2,ALCAZAR DE SAN,2-03,865,"471408,6481","4385869,6089","39.622110976, -3.33312204271072",39.622110976,-3.33312204271072,"CALLE CALDERON DE LA BARCA, 46"
-3.33376095455913,39.6190359706866,255,1853,616,453,VICTOR MANUEL ZARAGOZA VILLANUEVA,45860,925160553,TO-141-F,45185000101,VILLACAÑAS,9418,451850001,VILLACAÑAS,9418,45185,VILLACAÑAS,TOLEDO,VILLACAÑAS,LA MANCHA-CENTRO, ,2,ALCAZAR DE SAN,2-03,865,"471352,5434","4385528,5383","39.6190359716135, -3.33376095455913",39.6190359716135,-3.33376095455913,"CALLE TIREZ, 27"
-3.34344198697414,39.6209519763158,256,1854,617,454,CARMEN BARAJAS PLAZA,45860, ,TO-320-F,45185000101,VILLACAÑAS,9418,451850001,VILLACAÑAS,9418,45185,VILLACAÑAS,TOLEDO,VILLACAÑAS,LA MANCHA-CENTRO, ,2,ALCAZAR DE SAN,2-03,865,"470522,4095","4385744,3144","39.6209519772428, -3.34344198697414",39.6209519772428,-3.34344198697414,"CALLE DE LA PAZ, 103"
-3.33629299001907,39.62481998208,257,1855,618,455,FRANCISCO JOSE MARTINEZ MORA,45860,925160040,TO-142-F,45185000101,VILLACAÑAS,9418,451850001,VILLACAÑAS,9418,45185,VILLACAÑAS,TOLEDO,VILLACAÑAS,LA MANCHA-CENTRO, ,2,ALCAZAR DE SAN,2-03,865,"471137,6154","4386171,2775","39.624819983007, -3.33629299001907",39.624819983007,-3.33629299001907,"CALLE MAYOR, 33"
-1.54019696073487,39.2096219706246,258,1856,619,456,MARIA BELEN MOLINA ALFARO,02250,967471053,AB-108-F,02001000101,ABENGIBRE,739,020010001,ABENGIBRE,739,02001,ABENGIBRE,ALBACETE,CASAS-IBAÑEZ,ALBACETE, ,1,ALBACETE,1-04,65,"626035,8418","4341054,091","39.2096219715489, -1.54019696073487",39.2096219715489,-1.54019696073487,"CALLE LOPE DE VEGA, 1"
-1.35884398773924,39.0949219762678,259,1857,620,457,MARIA TERESA BORDOY TORNERO,02152,967402054,AB-147-F,02002000101,ALATOZ,496,020020001,ALATOZ,496,02002,ALATOZ,ALBACETE,CASAS DE JUAN NUÑEZ,ALBACETE, ,1,ALBACETE,1-04,60,"641924,52","4328592,2376","39.0949219771914, -1.35884398773924",39.0949219771914,-1.35884398773924,"CALLE RAMON Y CAJAL, 2"
-1.73317451152404,38.80170156954,260,1858,621,458,ROSARIO BAUTISTA GASCON,02510,967250635,AB-046-F,02901000101,POZO CAÑADA,2763,029010001,POZO CAÑADA,2763,02901,POZO CAÑADA,ALBACETE,CHINCHILLA DE MONTE-ARAGON,ALBACETE, ,1,ALBACETE,1-01,75,"610004,1188","4295533,6851","38.8017015704616, -1.73317451152405",38.8017015704616,-1.73317451152405,"CALLE BALMES, 11"
-1.22888697757328,38.958558041413,261,1859,622,459,JAIME FRANCISCO GARCIA BAÑON,02690,967330102,AB-064-F,02010000101,ALPERA,2245,020100001,ALPERA,2245,02010,ALPERA,ALBACETE,BONETE,ALBACETE, ,1,ALMANSA,1-03,50,"653458,3782","4313669,3151","38.9585580423357, -1.22888697757328",38.9585580423357,-1.22888697757328,"CALLE GARCIA TREJO, 40"
-2.07199296764168,38.5540349948108,262,1860,623,460,ALBERTO VIDAL  ORTIZ-CAÑAVATE,02125,967295004,AB-132-F,02011000101,AYNA,419,020110001,AYNA,419,02011,AYNA,ALBACETE,ALCADOZO,ALBACETE, ,1,ALBACETE,1-01,27,"580860,5468","4267697,4125","38.5540349957306, -2.07199296764168",38.5540349957306,-2.07199296764168,"CALLE INDUSTRIAS, 11"
-2.15215198716053,38.885475954528,263,1861,624,461,MARIA BEATRIZ GONZALEZ DIAZ,02320,967360045,AB-049-F,02012000101,BALAZOTE,2388,020120001,BALAZOTE,2388,02012,BALAZOTE,ALBACETE,BALAZOTE,ALBACETE, ,1,ALBACETE,1-07,40,"573535,4252","4304409,4199","38.8854759554501, -2.15215198716053",38.8854759554501,-2.15215198716053,"CALLE MAYOR, 48"
-2.45552700207844,38.8432639698354,264,1862,625,462,MERCEDES MADALENO MONTALVO,02614,967384090,AB-149-F,02014000101,BALLESTERO (EL),427,020140001,BALLESTERO (EL),427,02014,EL BALLESTERO,ALBACETE,"BONILLO,EL",ALBACETE, ,1,VILLARROBLEDO,1-08,55,"547250,8647","4299524,4642","38.8432639707572, -2.45552700207844",38.8432639707572,-2.45552700207844,"PLAZA ESCUELAS, 2"
-1.19555600496125,39.2648660241757,265,1863,626,463,RAQUEL FELIPE MESA,02214,967476287,AB-172-F,02013000101,BALSA DE VES,82,020130001,BALSA DE VES,82,02013,BALSA DE VES,ALBACETE,CASAS-IBAÑEZ,ALBACETE,CER.TEMP,1,ALBACETE,1-04,65,"655670,9279","4347721,4539","39.2648660251004, -1.19555600496125",39.2648660251004,-1.19555600496125,"CALLE CALVARIO, 7"
-2.2020979869624,39.0456759810691,266,1864,627,464,NATALIA CANO RUIZ,02639,967364576,AB-048-F,02015000101,BARRAX,1831,020150001,BARRAX,1831,02015,BARRAX,ALBACETE,"RODA,LA",ALBACETE, ,1,ALBACETE,1-07,115,"569047,7564","4322148,1892","39.0456759819924, -2.2020979869624",39.0456759819924,-2.2020979869624,"CALLE SALAMANCA, 21"
-2.61109296076294,38.5158089778336,267,1865,628,465,MARINA PRETEL SERRANO,02360,967394027,AB-052-F,02016000101,BIENSERVIDA,574,020160001,BIENSERVIDA,574,02016,BIENSERVIDA,ALBACETE,ALCARAZ,ALBACETE, ,1,ALBACETE,1-02,30,"533904,5122","4263119,2744","38.5158089787531, -2.61109296076294",38.5158089787531,-2.61109296076294,"CALLE RAMON Y CAJAL, 3"
-2.21246599838699,38.5832859574925,268,1866,629,466,DOLORES CASTRO LOPEZ,02130,967290383,AB-120-F,02017000201,BOGARRA,554,020170002,BOGARRA,554,02017,BOGARRA,ALBACETE,BOGARRA,ALBACETE, ,1,ALBACETE,1-02,45,"568592,627","4270829,0351","38.5832859584125, -2.21246599838699",38.5832859584125,-2.21246599838699,"CALLE CALVARIO, 33"
-1.34463803307907,38.870824017478,269,1867,630,467,ANGEL Y ANTONIO MEDRANO CALERO,02691,967334144,AB-140-F,02018000101,BONETE,1006,020180001,BONETE,1006,02018,BONETE,ALBACETE,BONETE,ALBACETE, ,1,ALMANSA,1-03,50,"643605,254","4303744,0254","38.8708240184, -1.34463803307907",38.8708240184,-1.34463803307907,"AVENIDA DE LA LIBERTAD, 98"
-2.54168099509413,38.9491630345705,270,1868,631,468,MARIA JOSE MARTINEZ DIAZ-GUERRA,02610,967370131,AB-054-F,02019000101,BONILLO (EL),2698,020190001,BONILLO (EL),2698,02019,EL BONILLO,ALBACETE,"BONILLO,EL",ALBACETE, ,1,VILLARROBLEDO,1-08,55,"539715,1196","4311235,0306","38.9491630354931, -2.54168099509413",38.9491630354931,-2.54168099509413,"CALLE MEDICO SOLANA, 14"
-2.53903902498365,38.9508679559922,271,1869,632,469,LUIS ALBERTO MARTINEZ DIAZ-GUERRA,02610,967370032,AB-053-F,02019000101,BONILLO (EL),2698,020190001,BONILLO (EL),2698,02019,EL BONILLO,ALBACETE,"BONILLO,EL",ALBACETE, ,1,VILLARROBLEDO,1-08,55,"539943,1007","4311425,3818","38.9508679569148, -2.53903902498365",38.9508679569148,-2.53903902498365,"CALLE MAGDALENA, 1"
-1.30811498240667,39.1015529986614,272,1870,633,470,PALOMA GARCIA VILLENA,02153,967403058,AB-127-F,02020000101,CARCELEN,458,020200001,CARCELEN,458,02020,CARCELÉN,ALBACETE,CASAS DE JUAN NUÑEZ,ALBACETE, ,1,ALBACETE,1-04,60,"646298,0334","4329408,6614","39.101552999585, -1.30811498240667",39.101552999585,-1.30811498240667,"CALLE SAN ANDRES, 2"
-1.90131303656768,39.7253249958987,273,1871,586,693,RICARDO CARRION MONDEJAR,16130,969336030,CU-093-F,16017000101,ALMODOVAR DEL PINAR,386,160170001,ALMODOVAR DEL PINAR,386,16017,ALMODÓVAR DEL PINAR,CUENCA,CAMPILLO DE ALTOBUEY,CUENCA, ,4,CUENCA,4-04,353,"594159,3455","4397848,7206","39.7253249968262, -1.90131303656768",39.7253249968262,-1.90131303656768,"CALLE LA VIRGEN, 2"
-2.76680002325957,39.8225029741845,274,1872,587,694,ELADIO RODRIGUEZ ESTEVEZ,16431,969120035,CU-138-F,16018000101,ALMONACID DEL MARQUESADO,424,160180001,ALMONACID DEL MARQUESADO,424,16018,ALMONACID DEL MARQUESADO,CUENCA,MONTALBO,CUENCA, ,4,CUENCA,4-01,425,"519957,3345","4408083,0974","39.8225029751127, -2.76680002325957",39.8225029751127,-2.76680002325957,"CALLE ARCEDIANO, 10"
-2.11385230421131,39.990454315372,275,1873,588,695,MARIA TEJEDOR TEJEDOR,16123,969253102,CU-102-F,16905000101,ARCAS,1443,169050001,ARCAS,1946,16905,ARCAS,CUENCA,CUENCA,CUENCA, ,4,CUENCA,4-03,392,"575652,3643","4427073,7319","39.9904543163011, -2.11385230421131",39.9904543163011,-2.11385230421131,"CALLE MENENDEZ PIDAL, 9"
-3.05962296922404,40.0468190111186,276,1874,589,697,LUIS ENRIQUE CUELLAR GARCIA,16471,969324122,CU-132-F,16032000101,BELINCHON,383,160320001,BELINCHON,383,16032,BELINCHÓN,CUENCA,TARANCON,CUENCA, ,4,CUENCA,4-06,475,"494914,0787","4432955,3947","40.046819012048, -3.05962296922404",40.046819012048,-3.05962296922404,"CALLE MAESTROS, S/N"
-2.70425401921073,39.5589009772967,277,1875,590,698,LAURA PEREA MANJAVACAS,16640,967170719,CU-013-F,16033000101,BELMONTE,1782,160330001,BELMONTE,1782,16033,BELMONTE,CUENCA,BELMONTE,CUENCA, ,4,CUENCA,4-01,345,"525406,4935","4378843,1691","39.5589009782233, -2.70425401921073",39.5589009782233,-2.70425401921073,"CALLE ELENA OSORIO, 1"
-2.34457001882066,39.8204769990274,278,1876,591,699,Mª SALUD ROMAN BELMONTE,16779,969195127,CU-149-F,16034000101,BELMONTEJO,141,160340001,BELMONTEJO,141,16034,BELMONTEJO,CUENCA,SAN LORENZO DE LA PARRILLA,CUENCA, ,4,CUENCA,4-03,460,"556093,7659","4408037,6967","39.8204769999556, -2.34457001882066",39.8204769999556,-2.34457001882066,"CALLE LAS PEÑAS, 11"
-2.075936959369,40.572434997647,279,1877,592,700,ALFREDO MONTEAGUADO SUAREZ,16870,969318250,CU-015-F,16035000101,BETETA,202,160350001,BETETA,202,16035,BETETA,CUENCA,BETETA,CUENCA, ,4,CUENCA,4-05,350,"578215,6757","4491705,3064","40.5724349985792, -2.075936959369",40.5724349985792,-2.075936959369,"PLAZA DE LA IGLESIA, 3"
-2.16001103117541,39.6559810296594,280,1878,593,701,ROCIO ALARCON GASCUEÑA,16114,969209026,CU-016-F,16039000101,BUENACHE DE ALARCON,447,160390001,BUENACHE DE ALARCON,447,16039,BUENACHE DE ALARCÓN,CUENCA,VALVERDE DE JUCAR,CUENCA, ,4,CUENCA,4-04,490,"572060,2107","4389912,726","39.6559810305865, -2.16001103117541",39.6559810305865,-2.16001103117541,"CALLE AGUA, 30"
-2.75395204090206,40.3680508974867,281,1879,594,702,JAVIER HERNANDO MARTINEZ,16512,969373071,CU-073-F,16041000101,BUENDIA,383,160410001,BUENDIA,383,16041,BUENDÍA,CUENCA,SACEDON,GUADALAJARA, ,5,GUADALAJARA,5-01,630,"520889,3953","4468637,6217","40.3680508984179, -2.75395204090206",40.3680508984179,-2.75395204090206,"CALLE ISABELA, 7"
-1.79667196014717,39.6112639811363,282,1880,595,703,ANTONIO MILLA SANCHEZ,16210,969337264,CU-017-F,16042000101,CAMPILLO DE ALTOBUEY,1262,160420001,CAMPILLO DE ALTOBUEY,1262,16042,CAMPILLO DE ALTOBUEY,CUENCA,CAMPILLO DE ALTOBUEY,CUENCA, ,4,CUENCA,4-04,353,"603297,2417","4385304,424","39.6112639820632, -1.79667196014717",39.6112639820632,-1.79667196014717,"CALLE TOLEDILLO, 2"
-2.49101704253716,40.3699690356821,283,1881,596,704,Mª JOSE ROSILLO MARTIN,16857,969315021,CU-112-F,16045000101,CANALEJAS DEL ARROYO,168,160450001,CANALEJAS DEL ARROYO,168,16045,CANALEJAS DEL ARROYO,CUENCA,CAÑAVERAS,CUENCA, ,4,CUENCA,4-05,355,"543211,341","4468945,799","40.3699690366133, -2.49101704253716",40.3699690366133,-2.49101704253716,"CALLE SANTA ANA, 8"
-1.90000896878785,39.968335987096,284,1882,597,705,AGUSTIN RODRIGUEZ GUADALAJARA,16340,969345125,CU-122-F,16046000101,CAÑADA DEL HOYO,231,160460001,CAÑADA DEL HOYO,231,16046,CAÑADA DEL HOYO,CUENCA,CARBONERAS DE GUADAZAÓN,CUENCA, ,4,CUENCA,4-02,365,"593939,2804","4424822,1203","39.968335988025, -1.90000896878785",39.968335988025,-1.90000896878785,"CALLE CALVARIO, 16"
-2.25035602280706,39.549172012553,285,1883,598,706,JUAN CARLOS GUIJARRO LOPEZ,16720,969381058,CU-106-F,16047000101,CAÑADA JUNCOSA,231,160470001,CAÑADA JUNCOSA,231,16047,CAÑADA JUNCOSA,CUENCA,HONRUBIA,CUENCA, ,4,CUENCA,4-01,395,"564408,5619","4377989,9728","39.5491720134795, -2.25035602280706",39.5491720134795,-2.25035602280706,"CALLE VALENCIA, 28"
-2.23883103414452,40.4509460116012,286,1884,599,707,ROSA MARIA DOMINGO ORIHUELA,16890,969310095,CU-103-F,16048000101,CAÑAMARES,445,160480001,CAÑAMARES,445,16048,CAÑAMARES,CUENCA,PRIEGO,CUENCA, ,4,CUENCA,4-05,445,"564544,0411","4478087,9382","40.4509460125329, -2.23883103414452",40.4509460125329,-2.23883103414452,"CALLE CUENCA, 15"
-2.39595296777791,40.3597260253122,287,1885,600,708,DESAMPARADOS ESTEBAN TORRES,16850,969276072,CU-097-F,16050000101,CAÑAVERAS,244,160500001,CAÑAVERAS,244,16050,CAÑAVERAS,CUENCA,CAÑAVERAS,CUENCA, ,4,CUENCA,4-05,355,"551289,8442","4467859,6201","40.3597260262434, -2.39595296777791",40.3597260262434,-2.39595296777791,"CALLE PORTILLO, 13"
-2.58213797323405,40.3259270314066,288,1886,601,796,ANTONIO MONICO RUIZ LARA,16534,969370211,CU-121-F,16206000101,TINAJAS,196,162060001,TINAJAS,196,16206,TINAJAS,CUENCA,VILLALBA DEL REY,CUENCA, ,4,CUENCA,4-06,500,"535498,4669","4464016,7223","40.3259270323376, -2.58213797323405",40.3259270323376,-2.58213797323405,"CALLE BAJADA POSITO, 6"
-2.57231001199235,40.0083070214734,289,1887,602,797,Mª VICTORIA CAÑADA RUIZ,16161,969278003,CU-058-F,16211000301,TORREJONCILLO DEL REY,222,162110003,TORREJONCILLO DEL REY,222,16211,TORREJONCILLO DEL REY,CUENCA,TORREJONCILLO DEL REY,CUENCA, ,4,CUENCA,4-06,480,"536503,1241","4428766,8073","40.0083070224026, -2.57231001199235",40.0083070224026,-2.57231001199235,"CALLE SOLEDAD, 12"
-2.96166501211706,39.8974249884874,290,1888,603,798,MARIA ANTONIA DELGADO GARCIA,16413,969134024,CU-075-F,16212000101,TORRUBIA DEL CAMPO,296,162120001,TORRUBIA DEL CAMPO,296,16212,TORRUBIA DEL CAMPO,CUENCA,TARANCON,CUENCA, ,4,CUENCA,4-06,475,"503277,1541","4416373,2","39.897424989416, -2.96166501211706",39.897424989416,-2.96166501211706,"CALLE MISERICORDIA, 11"
-1.5563369795885,39.1022620124739,291,1889,634,471,ELENA QUIJANO TRIVIÑO,02151,967275190,AB-078-F,02021000101,CASAS DE JUAN NUÑEZ,1356,020210001,CASAS DE JUAN NUÑEZ,1356,02021,CASAS DE JUAN NÚÑEZ,ALBACETE,CASAS DE JUAN NUÑEZ,ALBACETE, ,1,ALBACETE,1-04,60,"624831,899","4329116,8208","39.1022620133975, -1.5563369795885",39.1022620133975,-1.5563369795885,"CALLE ROSARIO, 1"
-2.24052799014876,38.7711089661905,292,1890,635,472,CARMEN RAMIREZ LOPEZ,02329,967358135,AB-156-F,02022000201,CASAS DE LAZARO,243,020220002,CASAS DE LAZARO,243,02022,CASAS DE LÁZARO,ALBACETE,BALAZOTE,ALBACETE, ,1,ALBACETE,1-07,40,"565975,7918","4291650,6269","38.7711089671119, -2.24052799014876",38.7711089671119,-2.24052799014876,"CALLE HIGUERA, 23"
-1.33263788465362,39.2586573791347,293,1891,636,473,"MOTIÑO PALACIO, INMACULADA",02212,967475081,AB-073-F,02023000101,CASAS DE VES,561,020230001,CASAS DE VES,561,02023,CASAS DE VES,ALBACETE,CASAS-IBAÑEZ,ALBACETE, ,1,ALBACETE,1-04,65,"643856,7522","4346805,5303","39.2586573800593, -1.33263788465362",39.2586573800593,-1.33263788465362,"CALLE LA MANCHA, 34"
-1.99680999827635,39.1139999610329,294,1892,637,492,ANA ISABEL MARTINEZ PEREZ-ROMERO,02110,967275119,AB-047-F,02035000101,GINETA (LA),2345,020350001,GINETA (LA),2568,02035,LA GINETA,ALBACETE,"RODA,LA",ALBACETE, ,1,ALBACETE,1-07,115,"586729,3285","4329906,4301","39.1139999619566, -1.99680999827635",39.1139999619566,-1.99680999827635,"CALLE CAMINO REAL, 63"
-2.12644099489983,38.9607299633319,295,1893,638,493,PATRICIA SANCHEZ MOLINA,02162,967362788,AB-170-F,02038000201,HERRERA (LA),254,020380002,HERRERA (LA),254,02038,LA HERRERA,ALBACETE,BALAZOTE,ALBACETE, ,1,ALBACETE,1-07,40,"575685,4219","4312781,5658","38.9607299642546, -2.12644099489983",38.9607299642546,-2.12644099489983,"CALLE LA LIBERTAD, 14"
-1.44431503679004,38.9629469906168,296,1894,639,494,FELICIANA OLIVARES DELICADO,02694,967287072,AB-082-F,02039000301,HIGUERUELA,1124,020390003,HIGUERUELA,1124,02039,HIGUERUELA,ALBACETE,BONETE,ALBACETE, ,1,ALMANSA,1-03,50,"634783,2231","4313815,5553","38.9629469915395, -1.44431503679004",38.9629469915395,-1.44431503679004,"AVENIDA DE LA CONSTITUCION, 16"
-1.52180403144556,39.1748419585746,297,1895,640,496,ALFONSO ALACID GONZALEZ,02248,967471262,AB-141-F,02041000401,JORQUERA,275,020410004,JORQUERA,275,02041,JORQUERA,ALBACETE,CASAS DE JUAN NUÑEZ,ALBACETE, ,1,ALBACETE,1-04,60,"627686,8577","4337219,8714","39.1748419594987, -1.52180403144557",39.1748419594987,-1.52180403144557,"CALLE SOSIEGO, 1"
-2.10208420688082,38.3640265198702,298,1896,641,497,ESTER MARTINEZ GONZALEZ,02434,967426212,AB-135-F,02042000302,LETUR,285,020420003,LETUR,703,02042,LETUR,ALBACETE,SOCOVOS,ALBACETE, ,1,HELLIN,1-05,120,"578444,0649","4246587,2903","38.3640265207886, -2.10208420688082",38.3640265207886,-2.10208420688082,"PSO. GUARDIA CIVIL, 10"
