Time_s         F1_Hz        F2_Hz         F3_Hz   F4_Hz
3.250405   2050.530518   4622.973280   --undefined--   --undefined--
3.256655   1856.995182   4554.086918   --undefined--   --undefined--
3.262905   1860.667449   4428.856922   --undefined--   --undefined--
3.269155   1939.563819   4457.382223   --undefined--   --undefined--
3.275405   1914.580192   4406.575696   --undefined--   --undefined--
3.281655   2126.975416   4404.299211   --undefined--   --undefined--
3.287905   2068.973300   4405.044544   --undefined--   --undefined--
3.294155   2001.175404   4235.419090   --undefined--   --undefined--
3.300405   2003.356370   4117.648904   --undefined--   --undefined--
3.306655   2035.576952   4032.571933   --undefined--   --undefined--
3.312905   1935.153485   4307.483732   --undefined--   --undefined--
3.319155   1974.439390   4397.855253   --undefined--   --undefined--
3.325405   1856.266381   4405.722745   --undefined--   --undefined--
3.331655   2060.811726   4297.612863   --undefined--   --undefined--
3.337905   2526.526625   4008.990646   --undefined--   --undefined--
3.344155   2584.345314   4312.098020   --undefined--   --undefined--
3.350405   2461.400071   4237.153803   --undefined--   --undefined--
3.356655   2312.848944   4179.984701   --undefined--   --undefined--
3.362905   2231.610401   4158.842292   --undefined--   --undefined--
3.369155   2510.853956   4379.151542   --undefined--   --undefined--
3.375405   2418.601666   4351.220328   --undefined--   --undefined--
3.381655   2485.840623   4549.281133   --undefined--   --undefined--
3.387905   2381.209854   5026.358906   --undefined--   --undefined--
3.394155   2335.622741   4436.631340   --undefined--   --undefined--
3.400405   2275.289799   4317.823269   --undefined--   --undefined--
3.406655   2139.191386   4277.628661   --undefined--   --undefined--
3.412905   2207.027718   4435.000720   --undefined--   --undefined--
3.419155   2256.250701   4457.522408   --undefined--   --undefined--
3.425405   2505.617375   4352.462887   --undefined--   --undefined--
3.431655   2612.719642   3947.908377   --undefined--   --undefined--
3.437905   2331.395085   4183.665480   --undefined--   --undefined--
3.444155   2249.979641   4342.701509   --undefined--   --undefined--
3.450405   2363.913680   4583.149200   --undefined--   --undefined--
3.456655   3052.931537   --undefined--   --undefined--   --undefined--
3.462905   3774.692374   --undefined--   --undefined--   --undefined--
3.469155   717.161716   3610.599458   --undefined--   --undefined--
3.475405   702.478014   3572.931989   --undefined--   --undefined--
3.481655   697.761174   3570.790313   --undefined--   --undefined--
3.487905   686.227102   3597.442938   --undefined--   --undefined--
3.494155   628.090335   3602.701825   --undefined--   --undefined--
3.500405   624.173533   3592.022305   --undefined--   --undefined--
3.506655   623.545211   3571.649452   --undefined--   --undefined--
3.512905   545.390167   3557.962483   --undefined--   --undefined--
3.519155   569.012709   3577.569623   --undefined--   --undefined--
3.525405   652.589829   3616.951849   --undefined--   --undefined--
3.531655   686.053080   3621.222856   --undefined--   --undefined--
3.537905   716.094262   3590.595654   --undefined--   --undefined--
3.544155   733.201634   3571.339715   --undefined--   --undefined--
3.550405   749.330190   3547.155714   --undefined--   --undefined--
3.556655   754.747420   3534.456551   --undefined--   --undefined--
3.562905   761.662181   3525.509259   --undefined--   --undefined--
3.569155   764.592026   3532.157131   --undefined--   --undefined--
3.575405   766.862083   3537.471688   --undefined--   --undefined--
3.581655   768.771180   3549.857651   --undefined--   --undefined--
3.587905   767.202694   3565.700891   --undefined--   --undefined--
3.594155   765.697895   3583.006003   --undefined--   --undefined--
3.600405   766.885960   3596.607324   --undefined--   --undefined--
3.606655   763.787572   3614.802014   --undefined--   --undefined--
3.612905   760.383162   3630.217884   --undefined--   --undefined--
3.619155   754.494123   3632.020383   --undefined--   --undefined--
3.625405   747.728124   3618.150158   --undefined--   --undefined--
3.631655   740.333636   3599.780945   --undefined--   --undefined--
3.637905   733.353571   3571.847825   --undefined--   --undefined--
3.644155   726.068851   3543.497719   --undefined--   --undefined--
3.650405   720.270488   3539.588925   --undefined--   --undefined--
3.656655   715.155259   3541.379327   --undefined--   --undefined--
3.662905   715.828458   3541.254724   --undefined--   --undefined--
3.669155   717.046336   3545.636732   --undefined--   --undefined--
3.675405   715.369778   3566.671301   --undefined--   --undefined--
3.681655   710.398819   3585.072112   --undefined--   --undefined--
3.687905   700.718258   3530.913508   --undefined--   --undefined--
3.694155   689.594999   3455.114992   --undefined--   --undefined--
3.700405   678.261233   3488.533301   --undefined--   --undefined--
3.706655   664.298878   3492.043339   --undefined--   --undefined--
3.712905   662.438739   3480.730794   --undefined--   --undefined--
3.719155   642.746651   3508.810169   --undefined--   --undefined--
3.725405   618.658503   3462.724894   --undefined--   --undefined--
3.731655   631.072792   3435.624201   --undefined--   --undefined--
3.737905   551.128304   3479.760374   --undefined--   --undefined--
3.744155   477.443111   3700.888499   --undefined--   --undefined--
3.750405   446.386372   3768.390756   --undefined--   --undefined--
3.756655   418.729980   3783.300611   --undefined--   --undefined--
3.762905   337.090675   3762.127104   --undefined--   --undefined--
3.769155   297.900098   3950.557191   --undefined--   --undefined--
3.775405   380.274255   3980.276527   --undefined--   --undefined--
3.781655   431.947018   3975.439962   --undefined--   --undefined--
3.787905   387.856209   4074.714890   --undefined--   --undefined--
3.794155   359.624484   4101.353120   --undefined--   --undefined--
3.800405   373.964247   4112.988279   --undefined--   --undefined--
3.806655   525.745844   4130.959088   --undefined--   --undefined--
3.812905   649.567666   4098.503446   --undefined--   --undefined--
3.819155   536.665506   4262.716181   --undefined--   --undefined--
3.825405   301.490282   4315.016633   --undefined--   --undefined--
3.831655   470.632205   4347.990718   --undefined--   --undefined--
3.837905   668.246964   4414.121177   --undefined--   --undefined--
3.844155   730.546941   4442.105643   --undefined--   --undefined--
3.850405   4438.158714   --undefined--   --undefined--   --undefined--
3.856655   4431.098789   --undefined--   --undefined--   --undefined--
3.862905   4428.824089   --undefined--   --undefined--   --undefined--
3.869155   4374.440128   --undefined--   --undefined--   --undefined--
3.875405   4522.432047   --undefined--   --undefined--   --undefined--
3.881655   4538.324680   --undefined--   --undefined--   --undefined--
3.887905   4424.373101   --undefined--   --undefined--   --undefined--
3.894155   4373.338642   --undefined--   --undefined--   --undefined--
3.900405   4373.393553   --undefined--   --undefined--   --undefined--
3.906655   1240.562256   4261.806512   --undefined--   --undefined--
3.912905   1464.038460   4292.015436   --undefined--   --undefined--
3.919155   1212.864244   4271.647087   --undefined--   --undefined--
3.925405   1328.359801   4274.330265   --undefined--   --undefined--
3.931655   1566.816280   4169.710686   --undefined--   --undefined--
